genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.25	b0028	25826	26275	+	450	fkpB	FKBP-type peptidyl-prolyl cis-trans isomerase SlpA (EC 5.2.1.8)	PLF_561_00002084	PGF_00003749
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.26	b0029	26277	27227	+	951	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)	PLF_561_00002617	PGF_00423732
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.27	b0030	27293	28207	+	915	rihC	Non-specific ribonucleoside hydrolase RihC	PLF_561_00000224	PGF_02621603
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.28	b0031	28374	29195	+	822	dapB	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	PLF_561_00001587	PGF_01176589
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.29		29474	29611	+	138		hypothetical protein	PLF_561_00003593	PGF_00327923
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.30	b0032	29651	30799	+	1149	carA	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	PLF_561_00001600	PGF_07015581
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.31	b0033	30817	34038	+	3222	carB	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	PLF_561_00171308	PGF_00416410
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.32		34086	34265	-	180		Uncharacterized (possibly bogus) protein YaaV	PLF_561_00003741	PGF_01637722
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.33	b0034	34300	34695	+	396	caiF	Transcriptional activatory protein CaiF	PLF_561_00003096	PGF_00057585
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.34	b0035	34781	35371	-	591	caiE	Carnitine operon protein CaiE	PLF_561_00002949	PGF_00416660
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.35	b0036	35377	36270	-	894	caiD	Carnitinyl-CoA dehydratase (EC 4.2.1.149)	PLF_561_00001116	PGF_05486999
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.36	b0037	36271	37824	-	1554	caiC	Crotonobetaine--CoA ligase @ Carnitine--CoA ligase	PLF_561_00000912	PGF_00419703
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.37	b0038	37898	39115	-	1218	caiB	Crotonobetainyl-CoA:carnitine CoA-transferase (EC 2.8.3.21)	PLF_561_00000997	PGF_01797074
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.38	b0039	39244	40386	-	1143	caiA	Crotonobetainyl-CoA dehydrogenase (EC 1.3.99.-)	PLF_561_00003134	PGF_00419704
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.39	b0040	40417	41931	-	1515	caiT	L-carnitine/gamma-butyrobetaine antiporter	PLF_561_00002574	PGF_00016071
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.40		41946	42047	+	102		hypothetical protein	PLF_561_00009644	PGF_00986278
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.41		42224	42334	+	111		hypothetical protein	PLF_561_00010015	PGF_00122279
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.42	b0041	42403	43173	+	771	fixA	Electron transfer flavoprotein, beta subunit ecFixA	PLF_561_00003137	PGF_00424121
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.43	b0042	43188	44129	+	942	fixB	Electron transfer flavoprotein, alpha subunit ecFixB	PLF_561_00003212	PGF_00424114
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.44	b0043	44180	45466	+	1287	fixC	Electron transfer flavoprotein-quinone oxidoreductase ecFixC	PLF_561_00003020	PGF_08158960
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.45	b0044	45463	45750	+	288	fixX	Ferredoxin-like protein ecFixX	PLF_561_00003202	PGF_08099643
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.46	b0045	45807	47138	+	1332	yaaU	Putative metabolite transport protein YaaU	PLF_561_00000399	PGF_00042154
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.47	b0046	47246	47776	+	531	kefF	Glutathione-regulated potassium-efflux system ancillary protein KefF	PLF_561_00003112	PGF_00008487
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.48	b0047	47769	49631	+	1863	kefC	Glutathione-regulated potassium-efflux system protein KefC	PLF_561_00000416	PGF_03085583
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.49	b0048	49712	50302	+	591	folA	Dihydrofolate reductase (EC 1.5.1.3)	PLF_561_00000330	PGF_09348764
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.50	b0049	50380	51222	-	843	apaH	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41)	PLF_561_00002273	PGF_07763915
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.51	b0050	51229	51480	-	252	apaG	ApaG protein	PLF_561_00002806	PGF_01708405
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.52	b0051	51609	52430	-	822	rsmA	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)	PLF_561_00001667	PGF_00049827
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.53	b0052	52427	53416	-	990	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	PLF_561_00001104	PGF_00424447
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.54	b0053	53416	54702	-	1287	surA	Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8)	PLF_561_00001472	PGF_07075462
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.55	b0054	54755	57076	-	2322	lptD	LPS-assembly protein LptD @ Organic solvent tolerance protein precursor	PLF_561_00001203	PGF_09964285
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.56	b0055	57364	58179	+	816	djlA	DnaJ-like protein DjlA	PLF_561_00001617	PGF_00423709
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.57		58474	59124	+	651		Uncharacterized protein YabP	PLF_561_00005385	PGF_00300586
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.58		59121	59279	+	159		hypothetical protein	PLF_561_00099036	PGF_08225224
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.59	b0058	59687	60346	-	660	rluA	LSU rRNA pseudouridine(746) synthase (EC 5.4.99.29) @ tRNA pseudouridine(32) synthase (EC 5.4.99.28)	PLF_561_00001030	PGF_00048824
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.60	b0059	60358	63117	-	2760	hepA	RNA polymerase associated protein RapA	PLF_561_00000502	PGF_05075484
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.61		63334	63432	-	99		hypothetical protein	PLF_561_00009645	PGF_04015282
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.62	b0060	63429	65780	-	2352	polB	DNA polymerase II (EC 2.7.7.7)	PLF_561_00000561	PGF_00421477
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.63	b0061	65855	66550	-	696	araD	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	PLF_561_00000256	PGF_05225955
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.64	b0062	66835	68337	-	1503	araA	L-arabinose isomerase (EC 5.3.1.4)	PLF_561_00000305	PGF_00016028
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.65	b0063	68348	70048	-	1701	araB	Ribulokinase (EC 2.7.1.16)	PLF_561_00001155	PGF_04205755
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.66	b0064	70378	71265	+	888	araC	Arabinose operon regulatory protein AraC	PLF_561_00001335	PGF_00063310
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.67	b0065	71351	72115	+	765	yabI	DedA family inner membrane protein YabI	PLF_561_00003126	PGF_00422675
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.68	b0066	72229	72927	-	699	thiQ	Thiamin ABC transporter, ATPase component	PLF_561_00002892	PGF_00056496
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.69	b0067	72911	74521	-	1611	thiP	Thiamin ABC transporter, transmembrane component	PLF_561_00001387	PGF_07540743
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.70	b0068	74497	75480	-	984	thiB	Thiamin ABC transporter, substrate-binding component	PLF_561_00001303	PGF_03801045
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.71	b0069	75644	77299	-	1656	sgrR	SgrR, sugar-phosphate stress, transcriptional activator of SgrS small RNA	PLF_561_00000762	PGF_00051530
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.72	b4662	77388	77519	+	132	sgrT	Sugar-phosphate stress protein SgrT (embedded in SgrS)	PLF_561_00003577	PGF_00054917
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.73	b0070	77621	78799	+	1179	setA	Sugar efflux transporter A	PLF_561_00004416	PGF_00045150
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.74	b0071	78848	79453	-	606	leuD	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	PLF_561_00001324	PGF_06660812
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.75	b0072	79464	80864	-	1401	leuC	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	PLF_561_00003124	PGF_00419420
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.76	b0073	80867	81958	-	1092	leuB	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	PLF_561_00029518	PGF_07191648
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.77	b0074	81958	83529	-	1572	leuA	2-isopropylmalate synthase (EC 2.3.3.13)	PLF_561_00001241	PGF_04294677
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.78		84169	84291	+	123		hypothetical protein	PLF_561_00003743	PGF_00251872
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.79	b0076	84368	85312	+	945	leuO	LysR family transcriptional activator LeuO	PLF_561_00001012	PGF_00017790
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.80	b0077	85654	87354	+	1701	ilvI	Acetolactate synthase large subunit (EC 2.2.1.6)	PLF_561_00000540	PGF_00025090
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.81	b0078	87327	87848	+	522	ilvH	Acetolactate synthase small subunit (EC 2.2.1.6)	PLF_561_00002381	PGF_00025215
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.82		87900	88031	+	132		hypothetical protein	PLF_561_00004077	PGF_00242725
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.83	b0080	88028	89032	+	1005	fruR	Fructose repressor FruR, LacI family	PLF_561_00001623	PGF_00006376
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.84		89194	89310	-	117		hypothetical protein	PLF_561_00004727	PGF_00821429
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.85	b0081	89634	90092	+	459	mraZ	Transcriptional regulator MraZ	PLF_561_00001254	PGF_01420802
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.86	b0082	90094	91035	+	942	mraW	16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199)	PLF_561_00001585	PGF_02390924
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.87	b0083	91032	91397	+	366	ftsL	Cell division protein FtsL	PLF_561_00002552	PGF_01170625
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.88	b0084	91413	93179	+	1767	ftsI	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	PLF_561_00001059	PGF_10302926
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.89	b0085	93166	94653	+	1488	murE	UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)	PLF_561_00001313	PGF_07096769
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.90	b0086	94650	96008	+	1359	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	PLF_561_00000869	PGF_04521913
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.91	b0087	96002	97084	+	1083	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	PLF_561_00001145	PGF_00033359
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.92	b0088	97087	98403	+	1317	murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)	PLF_561_00001312	PGF_06162930
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.93	b0089	98403	99647	+	1245	ftsW	Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129)	PLF_561_00001117	PGF_10125426
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.94	b0090	99668	100711	+	1044	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	PLF_561_00001230	PGF_03295331
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.95	b0091	100765	102240	+	1476	murC	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)	PLF_561_00001094	PGF_00063999
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.96	b0092	102233	103153	+	921	ddlB	D-alanine--D-alanine ligase (EC 6.3.2.4)	PLF_561_00001413	PGF_10518532
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.97	b0093	103155	103985	+	831	ftsQ	Cell division protein FtsQ	PLF_561_00001709	PGF_10535492
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.98	b0094	103982	105244	+	1263	ftsA	Cell division protein FtsA	PLF_561_00001602	PGF_00843497
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.99	b0095	105305	106456	+	1152	ftsZ	Cell division protein FtsZ	PLF_561_00002068	PGF_03520151
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.100	b0096	106557	107474	+	918	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)	PLF_561_00001570	PGF_00063944
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.101	b0097	107630	108217	+	588	secM	Secretion monitor SecM	PLF_561_00002348	PGF_00050230
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.102	b0098	108279	110984	+	2706	secA	Protein translocase subunit SecA	PLF_561_00000513	PGF_10049811
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.103	b0099	111044	111433	+	390	mutT	Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)	PLF_561_00002881	PGF_00023476
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.104	b0101	111649	111846	-	198	yacG	DNA gyrase inhibitor YacG	PLF_561_00002821	PGF_01807874
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.105	b0102	111856	112599	-	744	yacF	Cell division protein ZapD	PLF_561_00002392	PGF_00425810
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.106	b0103	112599	113219	-	621	coaE	Dephospho-CoA kinase (EC 2.7.1.24)	PLF_561_00002284	PGF_01135236
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.107	b0104	113444	114487	+	1044	guaC	GMP reductase (EC 1.7.1.7)	PLF_561_00000962	PGF_00006931
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.108	b0106	114522	115724	-	1203	hofC	Type IV fimbrial assembly protein PilC	PLF_561_00000638	PGF_10309996
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.109	b0107	115714	117099	-	1386	hofB	Type IV fimbrial assembly, ATPase PilB	PLF_561_00000898	PGF_02473679
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.110	b0108	117109	117549	-	441	ppdD	Type IV pilin PilA	PLF_561_00002038	PGF_01811659
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.111	b0109	117752	118645	-	894	nadC	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	PLF_561_00001770	PGF_04828114
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.112	b0110	118733	119284	+	552	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase	PLF_561_00001483	PGF_00423914
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.113	b0111	119281	120135	+	855	ampE	AmpE protein	PLF_561_00000642	PGF_03961195
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.114	b0112	120178	121548	-	1371	aroP	Aromatic amino acid transport protein AroP	PLF_561_00000877	PGF_00064863
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.115	b0113	122092	122856	+	765	pdhR	Transcriptional repressor for pyruvate dehydrogenase complex	PLF_561_00002036	PGF_02216300
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.116	b0114	123017	125680	+	2664	aceE	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	PLF_561_00000864	PGF_00045982
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.117	b0115	125695	127587	+	1893	aceF	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	PLF_561_00000662	PGF_01915472
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.118	b0116	127879	129336	+	1458	lpd	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	PLF_561_00090318	PGF_06835522
511145.12	Escherichia coli str. K-12 substr. MG1655	NC_000913	PATRIC	CDS	fig|511145.12.peg.119	b0117	129407	131260	-	1854	yacH	Uncharacterized protein YacH	PLF_561_00001168	PGF_00716737
