genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.52	cg0070	53316	54011	+	696		2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	PLF_1716_00003429	PGF_04125042
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.53	cg0071	54179	55549	+	1371		MBL-fold metallo-hydrolase superfamily	PLF_1716_00012728	PGF_10420457
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.54	cg0072	55626	56372	-	747		Integral membrane protein	PLF_1716_00005420	PGF_00785249
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.55	cg0073	56383	56676	-	294		rhodanese-related sulfurtransferase	PLF_1716_00005248	PGF_00411878
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.56	cg0074	56677	57270	-	594		rhodanese-related sulfurtransferase	PLF_1716_00005735	PGF_01380672
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.57	cg0075	57397	57654	+	258		Metal-sensitive transcriptional repressor	PLF_1716_00003482	PGF_03000349
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.58	cg0076	58183	58944	+	762		hypothetical protein	PLF_1716_00004789	PGF_00820442
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.59		59355	59564	-	210		hypothetical protein	PLF_1716_00089320	PGF_01357855
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.60	cg0077	59520	59933	+	414		hypothetical protein	PLF_1716_00075398	PGF_08225224
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.61	cg0078	59952	60665	+	714		putative membrane protein	PLF_1716_00005242	PGF_03104413
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.62	cg0079	60699	62324	+	1626		cellulosomal protein	PLF_1716_00004175	PGF_00069754
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.63	cg0080	62387	63508	-	1122		Magnesium and cobalt transport protein CorA	PLF_1716_00004379	PGF_04846590
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.64	cg0081	63591	64040	-	450		Tautomerase	PLF_1716_00005356	PGF_01380567
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.65	cg0082	64190	65461	+	1272		hypothetical protein	PLF_1716_00030892	PGF_01366542
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.66	cg0083	65505	66197	-	693		Riboflavin transporter PnuX	PLF_1716_00000912	PGF_00048482
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.67		66599	66730	+	132		Predicted ATPase related to phosphate starvation-inducible protein PhoH	PLF_1716_00004146	PGF_06051594
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.68	cg0085	66699	67976	+	1278	phoH1	Predicted ATPase related to phosphate starvation-inducible protein PhoH	PLF_1716_00004146	PGF_06051594
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.69	cg0088	68718	70298	-	1581	citP	Citrate/H+ symporter of CitMHS family	PLF_1716_00002541	PGF_00418127
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.70	cg0089	70507	72162	+	1656	citA	Tricarboxylate transport sensor protein TctE => Citrate response regulator CitA	PLF_1716_00026328	PGF_00062973
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.71	cg0090	72162	72818	+	657	citB	Tricarboxylate transport transcriptional regulator TctD => Citrate response regulator CitB	PLF_1716_00002666	PGF_00060204
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.72	cg0091	72815	73729	-	915		Phosphoglycerate dehydrogenase and related dehydrogenases	PLF_1716_00006035	PGF_07517927
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.73	cg0092	73845	74276	+	432		putative membrane protein	PLF_1716_00005720	PGF_03982949
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.74	cg0095	74491	75495	+	1005	bioB	Biotin synthase (EC 2.8.1.6)	PLF_1716_00000480	PGF_01400330
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.75	cg0096	75507	75746	+	240		hypothetical protein	PLF_1716_00019766	PGF_02890787
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.76		75728	75880	-	153		hypothetical protein	PLF_1716_00007055	PGF_01381257
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	rRNA	fig|196627.14.rna.7		76679	78141	+	1463		Small Subunit Ribosomal RNA; ssuRNA; SSU rRNA		
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	rRNA	fig|196627.14.rna.8		78548	81648	+	3101		Large Subunit Ribosomal RNA; lsuRNA; LSU rRNA		
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	misc_RNA	fig|196627.14.rna.9		81755	81875	+	121				
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.77	cg0103	82118	83443	-	1326		Uncharacterized MFS-type transporter	PLF_1716_00005231	PGF_09996723
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.78	cg0104	83689	84936	-	1248	codA	Cytosine deaminase (EC 3.5.4.1)	PLF_1716_00003705	PGF_01078020
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.79	cg0105	85096	85248	-	153		hypothetical protein	PLF_1716_00011228	PGF_03042980
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.80		85259	85375	-	117		hypothetical protein	PLF_1716_00072465	PGF_01364054
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.81		85427	85582	-	156		hypothetical protein	PLF_1716_00017818	PGF_01357760
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.82	cg0107	85661	86221	-	561		hypothetical protein	PLF_1716_00002679	PGF_08225224
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.83	cg0108	86319	87245	+	927		NAD-dependent protein deacetylase of SIR2 family	PLF_1716_00000963	PGF_10024837
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.84	cg0109	87559	88533	-	975		Putative lipase	PLF_1716_00005054	PGF_00041836
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.85	cg0110	88543	89181	-	639		Putative lipase	PLF_1716_00005491	PGF_00041836
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.86	cg0111	89616	90449	+	834		hypothetical protein	PLF_1716_00005171	PGF_08225224
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.87	cg0112	90459	90767	-	309	ureR	Transcriptional regulator, MarR family	PLF_1716_00006099	PGF_10423881
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.88	cg0113	91208	91477	+	270	ureA	Urease gamma subunit (EC 3.5.1.5)	PLF_1716_00006118	PGF_00066218
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.89	cg0114	91504	91992	+	489	ureB	Urease beta subunit (EC 3.5.1.5)	PLF_1716_00006117	PGF_00066216
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.90	cg0115	91993	93705	+	1713	ureC	Urease alpha subunit (EC 3.5.1.5)	PLF_1716_00002673	PGF_00066215
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.91	cg0116	93730	94203	+	474	ureE	Urease accessory protein UreE	PLF_1716_00089494	PGF_00066203
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.92	cg0117	94203	94883	+	681	ureF	Urease accessory protein UreF	PLF_1716_00005536	PGF_03679540
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.93	cg0118	94900	95517	+	618	ureG	Urease accessory protein UreG	PLF_1716_00001132	PGF_00066214
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.94	cg0119	95518	96369	+	852	ureD	Urease accessory protein UreD	PLF_1716_00002569	PGF_10441140
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.95	cg0120	96366	97118	-	753		Hydrolase, HAD superfamily	PLF_1716_00018002	PGF_01357910
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.96	cg0121	97317	98384	-	1068		Putative drug efflux protein	PLF_1716_00005486	PGF_00040666
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.97	cg0122	98806	101583	-	2778		hypothetical protein	PLF_1716_00005186	PGF_01380478
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.98	cg0123	101610	103436	-	1827		HtpG-like protein	PLF_1716_00021351	PGF_06355866
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.99	cg0124	103495	104913	+	1419	amn	AMP nucleosidase (EC 3.2.2.4)	PLF_1716_00000732	PGF_00013801
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.100		105055	105255	+	201		hypothetical protein	PLF_1716_00086708	PGF_01358155
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.101		105498	105644	+	147		hypothetical protein	PLF_1716_00085660	PGF_01358252
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.102	cg0127	105839	106393	-	555		hypothetical protein	PLF_1716_00104798	PGF_10403095
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.103	cg0128	106628	107179	-	552		hypothetical protein	PLF_1716_00005189	PGF_00290015
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.104	cg0129	107436	110894	+	3459	putA	Proline dehydrogenase (EC 1.5.5.2) / Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)	PLF_1716_00001106	PGF_00037522
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.105	cg0131	111375	112322	+	948		Aldo/keto reductase, SCO4109 family	PLF_1716_00073512	PGF_00038913
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.106		112401	112529	-	129		hypothetical protein	PLF_1716_00014622	PGF_01355961
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.107	cg0133	112471	114087	+	1617		hypothetical protein	PLF_1716_00001890	PGF_08225224
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.108	cg0134	114094	115482	+	1389		metal-dependent enzyme	PLF_1716_00004247	PGF_00401197
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.109	cg0135	115579	115947	+	369		Putative inner membrane protein	PLF_1716_00005489	PGF_01380592
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.110	cg0136	115950	116267	+	318		putative membrane protein	PLF_1716_00006365	PGF_01380950
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.111	cg0138	116546	118459	-	1914		hypothetical protein	PLF_1716_00047220	PGF_03998487
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.112	cg0139	118808	119590	-	783		Transcriptional regulator, DeoR family precursor	PLF_1716_00004721	PGF_08095878
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.113	cg0141	120022	120414	+	393		Lactoylglutathione lyase and related lyases	PLF_1716_00005424	PGF_02870374
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.114	cg0142	120411	120815	-	405	sixA	Phosphohistidine phosphatase SixA	PLF_1716_00006036	PGF_10474010
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.115	cg0143	120949	122460	-	1512	mtlD	Multiple polyol-specific dehydrogenase (EC 1.1.1.-)	PLF_1716_00002184	PGF_00023328
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.116	cg0144	122505	123791	-	1287	rbtT	Uncharacterized MFS-type transporter	PLF_1716_00002562	PGF_09996723
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.117	cg0146	124122	124970	+	849		Transcriptional regulator, DeoR family precursor	PLF_1716_00004438	PGF_01378380
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.118	cg0147	124972	126354	+	1383	xylB	Xylulose kinase (EC 2.7.1.17)	PLF_1716_00002223	PGF_07639199
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.119	cg0148	126351	127190	-	840	panC	Pantoate--beta-alanine ligase (EC 6.3.2.1)	PLF_1716_00001589	PGF_00523822
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.120	cg0149	127190	128005	-	816	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	PLF_1716_00002439	PGF_00419915
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.121	cg0150	128097	129050	-	954		Huntington interacting protein HYPE	PLF_1716_00007128	PGF_01381276
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.122	cg0151	129487	130119	-	633	mag	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	PLF_1716_00000923	PGF_04198961
196627.14	Corynebacterium glutamicum ATCC 13032	NC_006958	PATRIC	CDS	fig|196627.14.peg.123	cg0152	130146	130802	+	657		hypothetical protein	PLF_1716_00011135	PGF_08225224
