genome_id,gene1,gene2,text,label
196627,196627.14.peg.13,196627.14.peg.14,"Gene A is 345 bp long, annotated as ""FIG187021: hypothetical protein"". It is followed by Gene B, 927 bp long, annotated as ""Putative membrane protein YeiH"". The intergenic distance is 456 base pairs. The GC content difference is 1.0%. They are on the different strands. ",0
196627,196627.14.peg.14,196627.14.peg.15,"Gene A is 927 bp long, annotated as ""Putative membrane protein YeiH"". It is followed by Gene B, 897 bp long, annotated as ""Transcriptional regulator, LysR family"". The intergenic distance is 181 base pairs. The GC content difference is 1.0%. They are on the different strands. ",0
196627,196627.14.peg.15,196627.14.peg.16,"Gene A is 897 bp long, annotated as ""Transcriptional regulator, LysR family"". It is followed by Gene B, 414 bp long, annotated as ""hypothetical protein"". The intergenic distance is 49 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.16,196627.14.peg.17,"Gene A is 414 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 873 bp long, annotated as ""putative cytochrome c biogenesis protein"". The intergenic distance is 183 base pairs. The GC content difference is 3.0%. They are on the different strands. ",0
196627,196627.14.peg.17,196627.14.peg.18,"Gene A is 873 bp long, annotated as ""putative cytochrome c biogenesis protein"". It is followed by Gene B, 693 bp long, annotated as ""protein-disulfide isomerase"". The intergenic distance is 3 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.18,196627.14.peg.19,"Gene A is 693 bp long, annotated as ""protein-disulfide isomerase"". It is followed by Gene B, 372 bp long, annotated as ""Transcriptional regulator, MecI family"". The intergenic distance is 279 base pairs. The GC content difference is 1.0%. They are on the different strands. ",0
196627,196627.14.peg.19,196627.14.peg.20,"Gene A is 372 bp long, annotated as ""Transcriptional regulator, MecI family"". It is followed by Gene B, 996 bp long, annotated as ""Peptidase M48, Ste24p precursor"". The intergenic distance is -4 base pairs. The GC content difference is 1.0%. They are on the same strand. ",1
196627,196627.14.peg.20,196627.14.peg.21,"Gene A is 996 bp long, annotated as ""Peptidase M48, Ste24p precursor"". It is followed by Gene B, 183 bp long, annotated as ""hypothetical protein"". The intergenic distance is 2 base pairs. The GC content difference is 6.0%. They are on the different strands. ",0
196627,196627.14.peg.29,196627.14.peg.30,"Gene A is 660 bp long, annotated as ""Zinc ABC transporter, ATP-binding protein ZnuC"". It is followed by Gene B, 984 bp long, annotated as ""ABC transporter, substrate-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"". The intergenic distance is 42 base pairs. The GC content difference is 0.0%. They are on the same strand. ",0
196627,196627.14.peg.30,196627.14.peg.31,"Gene A is 984 bp long, annotated as ""ABC transporter, substrate-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"". It is followed by Gene B, 1026 bp long, annotated as ""ABC transporter, permease protein"". The intergenic distance is -4 base pairs. The GC content difference is 0.0%. They are on the same strand. ",1
196627,196627.14.peg.31,196627.14.peg.32,"Gene A is 1026 bp long, annotated as ""ABC transporter, permease protein"". It is followed by Gene B, 762 bp long, annotated as ""ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"". The intergenic distance is -4 base pairs. The GC content difference is 5.0%. They are on the same strand. ",1
196627,196627.14.peg.32,196627.14.peg.33,"Gene A is 762 bp long, annotated as ""ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"". It is followed by Gene B, 813 bp long, annotated as ""putative membrane protein"". The intergenic distance is 1 base pairs. The GC content difference is 3.0%. They are on the different strands. ",0
196627,196627.14.peg.39,196627.14.peg.40,"Gene A is 825 bp long, annotated as ""siderophore-interacting protein"". It is followed by Gene B, 174 bp long, annotated as ""FIG018426: putative septation inhibitor protein"". The intergenic distance is 383 base pairs. The GC content difference is 3.0%. They are on the different strands. ",0
196627,196627.14.peg.40,196627.14.peg.41,"Gene A is 174 bp long, annotated as ""FIG018426: putative septation inhibitor protein"". It is followed by Gene B, 180 bp long, annotated as ""hypothetical protein"". The intergenic distance is -17 base pairs. The GC content difference is 5.0%. They are on the different strands. ",1
196627,196627.14.peg.42,196627.14.peg.43,"Gene A is 1941 bp long, annotated as ""Serine/threonine-protein kinase PknB (EC 2.7.11.1)"". It is followed by Gene B, 1410 bp long, annotated as ""Serine/threonine-protein kinase PknA (EC 2.7.11.1)"". The intergenic distance is -4 base pairs. The GC content difference is 3.0%. They are on the same strand. ",1
196627,196627.14.peg.43,196627.14.peg.44,"Gene A is 1410 bp long, annotated as ""Serine/threonine-protein kinase PknA (EC 2.7.11.1)"". It is followed by Gene B, 1425 bp long, annotated as ""FtsI-like cell elongation transpeptidase"". The intergenic distance is 3 base pairs. The GC content difference is 0.0%. They are on the same strand. ",1
196627,196627.14.peg.44,196627.14.peg.45,"Gene A is 1425 bp long, annotated as ""FtsI-like cell elongation transpeptidase"". It is followed by Gene B, 1326 bp long, annotated as ""FtsW-like cell division membrane protein CA_C0505"". The intergenic distance is -4 base pairs. The GC content difference is 1.0%. They are on the same strand. ",1
196627,196627.14.peg.45,196627.14.peg.46,"Gene A is 1326 bp long, annotated as ""FtsW-like cell division membrane protein CA_C0505"". It is followed by Gene B, 1356 bp long, annotated as ""Serine/threonine phosphatase PPP (EC 3.1.3.16)"". The intergenic distance is -4 base pairs. The GC content difference is 0.0%. They are on the same strand. ",1
196627,196627.14.peg.46,196627.14.peg.47,"Gene A is 1356 bp long, annotated as ""Serine/threonine phosphatase PPP (EC 3.1.3.16)"". It is followed by Gene B, 465 bp long, annotated as ""FHA-domain-containing protein"". The intergenic distance is -1 base pairs. The GC content difference is 3.0%. They are on the same strand. ",1
196627,196627.14.peg.47,196627.14.peg.48,"Gene A is 465 bp long, annotated as ""FHA-domain-containing protein"". It is followed by Gene B, 897 bp long, annotated as ""FIG00824290: FHA domain protein"". The intergenic distance is 16 base pairs. The GC content difference is 7.0%. They are on the same strand. ",1
196627,196627.14.peg.48,196627.14.peg.49,"Gene A is 897 bp long, annotated as ""FIG00824290: FHA domain protein"". It is followed by Gene B, 723 bp long, annotated as ""hypothetical protein"". The intergenic distance is 495 base pairs. The GC content difference is 1.0%. They are on the same strand. ",0
196627,196627.14.peg.62,196627.14.peg.63,"Gene A is 1626 bp long, annotated as ""cellulosomal protein"". It is followed by Gene B, 1122 bp long, annotated as ""Magnesium and cobalt transport protein CorA"". The intergenic distance is 62 base pairs. The GC content difference is 3.0%. They are on the different strands. ",0
196627,196627.14.peg.63,196627.14.peg.64,"Gene A is 1122 bp long, annotated as ""Magnesium and cobalt transport protein CorA"". It is followed by Gene B, 450 bp long, annotated as ""Tautomerase"". The intergenic distance is 82 base pairs. The GC content difference is 8.0%. They are on the same strand. ",1
196627,196627.14.peg.64,196627.14.peg.65,"Gene A is 450 bp long, annotated as ""Tautomerase"". It is followed by Gene B, 1272 bp long, annotated as ""hypothetical protein"". The intergenic distance is 149 base pairs. The GC content difference is 10.0%. They are on the different strands. ",0
196627,196627.14.peg.69,196627.14.peg.70,"Gene A is 1581 bp long, annotated as ""Citrate/H+ symporter of CitMHS family"". It is followed by Gene B, 1656 bp long, annotated as ""Tricarboxylate transport sensor protein TctE => Citrate response regulator CitA"". The intergenic distance is 208 base pairs. The GC content difference is 6.0%. They are on the different strands. ",0
196627,196627.14.peg.70,196627.14.peg.71,"Gene A is 1656 bp long, annotated as ""Tricarboxylate transport sensor protein TctE => Citrate response regulator CitA"". It is followed by Gene B, 657 bp long, annotated as ""Tricarboxylate transport transcriptional regulator TctD => Citrate response regulator CitB"". The intergenic distance is -1 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.71,196627.14.peg.72,"Gene A is 657 bp long, annotated as ""Tricarboxylate transport transcriptional regulator TctD => Citrate response regulator CitB"". It is followed by Gene B, 915 bp long, annotated as ""Phosphoglycerate dehydrogenase and related dehydrogenases"". The intergenic distance is -4 base pairs. The GC content difference is 4.0%. They are on the different strands. ",0
196627,196627.14.peg.72,196627.14.peg.73,"Gene A is 915 bp long, annotated as ""Phosphoglycerate dehydrogenase and related dehydrogenases"". It is followed by Gene B, 432 bp long, annotated as ""putative membrane protein"". The intergenic distance is 115 base pairs. The GC content difference is 1.0%. They are on the different strands. ",0
196627,196627.14.peg.73,196627.14.peg.74,"Gene A is 432 bp long, annotated as ""putative membrane protein"". It is followed by Gene B, 1005 bp long, annotated as ""Biotin synthase (EC 2.8.1.6)"". The intergenic distance is 214 base pairs. The GC content difference is 4.0%. They are on the same strand. ",1
196627,196627.14.peg.74,196627.14.peg.75,"Gene A is 1005 bp long, annotated as ""Biotin synthase (EC 2.8.1.6)"". It is followed by Gene B, 240 bp long, annotated as ""hypothetical protein"". The intergenic distance is 11 base pairs. The GC content difference is 3.0%. They are on the same strand. ",0
196627,196627.14.peg.87,196627.14.peg.88,"Gene A is 309 bp long, annotated as ""Transcriptional regulator, MarR family"". It is followed by Gene B, 270 bp long, annotated as ""Urease gamma subunit (EC 3.5.1.5)"". The intergenic distance is 440 base pairs. The GC content difference is 7.0%. They are on the different strands. ",0
196627,196627.14.peg.88,196627.14.peg.89,"Gene A is 270 bp long, annotated as ""Urease gamma subunit (EC 3.5.1.5)"". It is followed by Gene B, 489 bp long, annotated as ""Urease beta subunit (EC 3.5.1.5)"". The intergenic distance is 26 base pairs. The GC content difference is 1.0%. They are on the same strand. ",1
196627,196627.14.peg.89,196627.14.peg.90,"Gene A is 489 bp long, annotated as ""Urease beta subunit (EC 3.5.1.5)"". It is followed by Gene B, 1713 bp long, annotated as ""Urease alpha subunit (EC 3.5.1.5)"". The intergenic distance is 0 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.90,196627.14.peg.91,"Gene A is 1713 bp long, annotated as ""Urease alpha subunit (EC 3.5.1.5)"". It is followed by Gene B, 474 bp long, annotated as ""Urease accessory protein UreE"". The intergenic distance is 24 base pairs. The GC content difference is 3.0%. They are on the same strand. ",1
196627,196627.14.peg.91,196627.14.peg.92,"Gene A is 474 bp long, annotated as ""Urease accessory protein UreE"". It is followed by Gene B, 681 bp long, annotated as ""Urease accessory protein UreF"". The intergenic distance is -1 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.92,196627.14.peg.93,"Gene A is 681 bp long, annotated as ""Urease accessory protein UreF"". It is followed by Gene B, 618 bp long, annotated as ""Urease accessory protein UreG"". The intergenic distance is 16 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.93,196627.14.peg.94,"Gene A is 618 bp long, annotated as ""Urease accessory protein UreG"". It is followed by Gene B, 852 bp long, annotated as ""Urease accessory protein UreD"". The intergenic distance is 0 base pairs. The GC content difference is 6.0%. They are on the same strand. ",1
196627,196627.14.peg.94,196627.14.peg.95,"Gene A is 852 bp long, annotated as ""Urease accessory protein UreD"". It is followed by Gene B, 753 bp long, annotated as ""Hydrolase, HAD superfamily"". The intergenic distance is -4 base pairs. The GC content difference is 4.0%. They are on the different strands. ",0
196627,196627.14.peg.95,196627.14.peg.96,"Gene A is 753 bp long, annotated as ""Hydrolase, HAD superfamily"". It is followed by Gene B, 1068 bp long, annotated as ""Putative drug efflux protein"". The intergenic distance is 198 base pairs. The GC content difference is 7.0%. They are on the same strand. ",0
196627,196627.14.peg.96,196627.14.peg.97,"Gene A is 1068 bp long, annotated as ""Putative drug efflux protein"". It is followed by Gene B, 2778 bp long, annotated as ""hypothetical protein"". The intergenic distance is 421 base pairs. The GC content difference is 4.0%. They are on the same strand. ",1
196627,196627.14.peg.97,196627.14.peg.98,"Gene A is 2778 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 1827 bp long, annotated as ""HtpG-like protein"". The intergenic distance is 26 base pairs. The GC content difference is 0.0%. They are on the same strand. ",1
196627,196627.14.peg.98,196627.14.peg.99,"Gene A is 1827 bp long, annotated as ""HtpG-like protein"". It is followed by Gene B, 1419 bp long, annotated as ""AMP nucleosidase (EC 3.2.2.4)"". The intergenic distance is 58 base pairs. The GC content difference is 1.0%. They are on the different strands. ",0
196627,196627.14.peg.105,196627.14.peg.106,"Gene A is 948 bp long, annotated as ""Aldo/keto reductase, SCO4109 family"". It is followed by Gene B, 129 bp long, annotated as ""hypothetical protein"". The intergenic distance is 78 base pairs. The GC content difference is 3.0%. They are on the different strands. ",0
196627,196627.14.peg.107,196627.14.peg.108,"Gene A is 1617 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 1389 bp long, annotated as ""metal-dependent enzyme"". The intergenic distance is 6 base pairs. The GC content difference is 4.0%. They are on the same strand. ",1
196627,196627.14.peg.108,196627.14.peg.109,"Gene A is 1389 bp long, annotated as ""metal-dependent enzyme"". It is followed by Gene B, 369 bp long, annotated as ""Putative inner membrane protein"". The intergenic distance is 96 base pairs. The GC content difference is 3.0%. They are on the same strand. ",1
196627,196627.14.peg.109,196627.14.peg.110,"Gene A is 369 bp long, annotated as ""Putative inner membrane protein"". It is followed by Gene B, 318 bp long, annotated as ""putative membrane protein"". The intergenic distance is 2 base pairs. The GC content difference is 4.0%. They are on the same strand. ",1
196627,196627.14.peg.110,196627.14.peg.111,"Gene A is 318 bp long, annotated as ""putative membrane protein"". It is followed by Gene B, 1914 bp long, annotated as ""hypothetical protein"". The intergenic distance is 278 base pairs. The GC content difference is 7.0%. They are on the different strands. ",0
196627,196627.14.peg.116,196627.14.peg.117,"Gene A is 1287 bp long, annotated as ""Uncharacterized MFS-type transporter"". It is followed by Gene B, 849 bp long, annotated as ""Transcriptional regulator, DeoR family precursor"". The intergenic distance is 330 base pairs. The GC content difference is 2.0%. They are on the different strands. ",0
196627,196627.14.peg.117,196627.14.peg.118,"Gene A is 849 bp long, annotated as ""Transcriptional regulator, DeoR family precursor"". It is followed by Gene B, 1383 bp long, annotated as ""Xylulose kinase (EC 2.7.1.17)"". The intergenic distance is 1 base pairs. The GC content difference is 6.0%. They are on the same strand. ",1
196627,196627.14.peg.118,196627.14.peg.119,"Gene A is 1383 bp long, annotated as ""Xylulose kinase (EC 2.7.1.17)"". It is followed by Gene B, 840 bp long, annotated as ""Pantoate--beta-alanine ligase (EC 6.3.2.1)"". The intergenic distance is -4 base pairs. The GC content difference is 2.0%. They are on the different strands. ",0
196627,196627.14.peg.119,196627.14.peg.120,"Gene A is 840 bp long, annotated as ""Pantoate--beta-alanine ligase (EC 6.3.2.1)"". It is followed by Gene B, 816 bp long, annotated as ""3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)"". The intergenic distance is -1 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.120,196627.14.peg.121,"Gene A is 816 bp long, annotated as ""3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)"". It is followed by Gene B, 954 bp long, annotated as ""Huntington interacting protein HYPE"". The intergenic distance is 91 base pairs. The GC content difference is 17.0%. They are on the same strand. ",0
196627,196627.14.peg.124,196627.14.peg.125,"Gene A is 900 bp long, annotated as ""Esterase/lipase"". It is followed by Gene B, 606 bp long, annotated as ""predicted hydrolase of the HAD superfamily"". The intergenic distance is 110 base pairs. The GC content difference is 3.0%. They are on the different strands. ",0
196627,196627.14.peg.125,196627.14.peg.126,"Gene A is 606 bp long, annotated as ""predicted hydrolase of the HAD superfamily"". It is followed by Gene B, 561 bp long, annotated as ""Carbonic anhydrase, gamma class (EC 4.2.1.1)"". The intergenic distance is -4 base pairs. The GC content difference is 8.0%. They are on the same strand. ",1
196627,196627.14.peg.126,196627.14.peg.127,"Gene A is 561 bp long, annotated as ""Carbonic anhydrase, gamma class (EC 4.2.1.1)"". It is followed by Gene B, 1146 bp long, annotated as ""Transcriptional regulator"". The intergenic distance is -17 base pairs. The GC content difference is 4.0%. They are on the different strands. ",0
196627,196627.14.peg.128,196627.14.peg.129,"Gene A is 1275 bp long, annotated as ""Uncharacterized MFS-type transporter"". It is followed by Gene B, 519 bp long, annotated as ""hypothetical protein"". The intergenic distance is 36 base pairs. The GC content difference is 8.0%. They are on the same strand. ",0
196627,196627.14.peg.129,196627.14.peg.130,"Gene A is 519 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 387 bp long, annotated as ""hypothetical protein"". The intergenic distance is 85 base pairs. The GC content difference is 0.0%. They are on the same strand. ",1
196627,196627.14.peg.130,196627.14.peg.131,"Gene A is 387 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 1875 bp long, annotated as ""putative membrane protein"". The intergenic distance is 367 base pairs. The GC content difference is 6.0%. They are on the different strands. ",0
196627,196627.14.peg.131,196627.14.peg.132,"Gene A is 1875 bp long, annotated as ""putative membrane protein"". It is followed by Gene B, 1542 bp long, annotated as ""putative membrane protein"". The intergenic distance is 43 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.132,196627.14.peg.133,"Gene A is 1542 bp long, annotated as ""putative membrane protein"". It is followed by Gene B, 1464 bp long, annotated as ""hypothetical protein"". The intergenic distance is -4 base pairs. The GC content difference is 1.0%. They are on the same strand. ",1
196627,196627.14.peg.133,196627.14.peg.134,"Gene A is 1464 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 114 bp long, annotated as ""hypothetical protein"". The intergenic distance is 13 base pairs. The GC content difference is 5.0%. They are on the different strands. ",1
196627,196627.14.peg.135,196627.14.peg.136,"Gene A is 1281 bp long, annotated as ""putative membrane protein"". It is followed by Gene B, 1068 bp long, annotated as ""ankyrin repeat protein"". The intergenic distance is 45 base pairs. The GC content difference is 4.0%. They are on the same strand. ",0
196627,196627.14.peg.136,196627.14.peg.137,"Gene A is 1068 bp long, annotated as ""ankyrin repeat protein"". It is followed by Gene B, 618 bp long, annotated as ""hypothetical membrane permease protein"". The intergenic distance is 223 base pairs. The GC content difference is 1.0%. They are on the same strand. ",1
196627,196627.14.peg.137,196627.14.peg.138,"Gene A is 618 bp long, annotated as ""hypothetical membrane permease protein"". It is followed by Gene B, 882 bp long, annotated as ""Uncharacterized inner membrane protein RarD"". The intergenic distance is 31 base pairs. The GC content difference is 6.0%. They are on the different strands. ",0
196627,196627.14.peg.138,196627.14.peg.139,"Gene A is 882 bp long, annotated as ""Uncharacterized inner membrane protein RarD"". It is followed by Gene B, 720 bp long, annotated as ""putative membrane protein"". The intergenic distance is 125 base pairs. The GC content difference is 6.0%. They are on the different strands. ",0
196627,196627.14.peg.139,196627.14.peg.140,"Gene A is 720 bp long, annotated as ""putative membrane protein"". It is followed by Gene B, 336 bp long, annotated as ""hypothetical protein"". The intergenic distance is -4 base pairs. The GC content difference is 0.0%. They are on the same strand. ",1
196627,196627.14.peg.140,196627.14.peg.141,"Gene A is 336 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 411 bp long, annotated as ""Aspartate 1-decarboxylase (EC 4.1.1.11)"". The intergenic distance is -4 base pairs. The GC content difference is 2.0%. They are on the different strands. ",0
196627,196627.14.peg.142,196627.14.peg.143,"Gene A is 1590 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 1140 bp long, annotated as ""putative ammonia monooxygenase"". The intergenic distance is 7 base pairs. The GC content difference is 1.0%. They are on the different strands. ",0
196627,196627.14.peg.143,196627.14.peg.144,"Gene A is 1140 bp long, annotated as ""putative ammonia monooxygenase"". It is followed by Gene B, 492 bp long, annotated as ""hypothetical protein"". The intergenic distance is 32 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.144,196627.14.peg.145,"Gene A is 492 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 783 bp long, annotated as ""putative membrane protein"". The intergenic distance is 135 base pairs. The GC content difference is 4.0%. They are on the different strands. ",0
196627,196627.14.peg.145,196627.14.peg.146,"Gene A is 783 bp long, annotated as ""putative membrane protein"". It is followed by Gene B, 378 bp long, annotated as ""hypothetical protein"". The intergenic distance is 67 base pairs. The GC content difference is 6.0%. They are on the same strand. ",1
196627,196627.14.peg.146,196627.14.peg.147,"Gene A is 378 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 2532 bp long, annotated as ""HrpA-like helicase"". The intergenic distance is 405 base pairs. The GC content difference is 1.0%. They are on the different strands. ",0
196627,196627.14.peg.151,196627.14.peg.152,"Gene A is 402 bp long, annotated as ""DNA-3-methyladenine glycosylase (EC 3.2.2.20)"". It is followed by Gene B, 681 bp long, annotated as ""Threonine efflux protein"". The intergenic distance is 12 base pairs. The GC content difference is 4.0%. They are on the same strand. ",0
196627,196627.14.peg.152,196627.14.peg.153,"Gene A is 681 bp long, annotated as ""Threonine efflux protein"". It is followed by Gene B, 294 bp long, annotated as ""Uncharacterized S4 RNA-binding-domain protein YbcJ"". The intergenic distance is 34 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.153,196627.14.peg.154,"Gene A is 294 bp long, annotated as ""Uncharacterized S4 RNA-binding-domain protein YbcJ"". It is followed by Gene B, 855 bp long, annotated as ""hypothetical protein"". The intergenic distance is -1 base pairs. The GC content difference is 1.0%. They are on the same strand. ",1
196627,196627.14.peg.154,196627.14.peg.155,"Gene A is 855 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 345 bp long, annotated as ""hypothetical protein"". The intergenic distance is 12 base pairs. The GC content difference is 1.0%. They are on the same strand. ",1
196627,196627.14.peg.155,196627.14.peg.156,"Gene A is 345 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 894 bp long, annotated as ""hypothetical protein"". The intergenic distance is 96 base pairs. The GC content difference is 1.0%. They are on the same strand. ",1
196627,196627.14.peg.161,196627.14.peg.162,"Gene A is 744 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 966 bp long, annotated as ""putative membrane protein"". The intergenic distance is -4 base pairs. The GC content difference is 1.0%. They are on the same strand. ",1
196627,196627.14.peg.164,196627.14.peg.165,"Gene A is 957 bp long, annotated as ""5-keto-2-deoxygluconokinase (EC 2.7.1.92)"". It is followed by Gene B, 924 bp long, annotated as ""5-keto-2-deoxy-D-gluconate-6 phosphate aldolase [form 2] (EC 4.1.2.29)"". The intergenic distance is 1 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.165,196627.14.peg.166,"Gene A is 924 bp long, annotated as ""5-keto-2-deoxy-D-gluconate-6 phosphate aldolase [form 2] (EC 4.1.2.29)"". It is followed by Gene B, 1515 bp long, annotated as ""Malonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.18)"". The intergenic distance is 13 base pairs. The GC content difference is 1.0%. They are on the same strand. ",1
196627,196627.14.peg.166,196627.14.peg.167,"Gene A is 1515 bp long, annotated as ""Malonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.18)"". It is followed by Gene B, 891 bp long, annotated as ""5-deoxy-glucuronate isomerase (EC 5.3.1.30)"". The intergenic distance is 20 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.167,196627.14.peg.168,"Gene A is 891 bp long, annotated as ""5-deoxy-glucuronate isomerase (EC 5.3.1.30)"". It is followed by Gene B, 1914 bp long, annotated as ""3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase (EC 3.7.1.22)"". The intergenic distance is 6 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.168,196627.14.peg.169,"Gene A is 1914 bp long, annotated as ""3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase (EC 3.7.1.22)"". It is followed by Gene B, 957 bp long, annotated as ""Inosose dehydratase (EC 4.2.1.44)"". The intergenic distance is 40 base pairs. The GC content difference is 2.0%. They are on the same strand. ",1
196627,196627.14.peg.169,196627.14.peg.170,"Gene A is 957 bp long, annotated as ""Inosose dehydratase (EC 4.2.1.44)"". It is followed by Gene B, 1014 bp long, annotated as ""Myo-inositol 2-dehydrogenase (EC 1.1.1.18)"". The intergenic distance is 32 base pairs. The GC content difference is 1.0%. They are on the same strand. ",1
196627,196627.14.peg.170,196627.14.peg.171,"Gene A is 1014 bp long, annotated as ""Myo-inositol 2-dehydrogenase (EC 1.1.1.18)"". It is followed by Gene B, 873 bp long, annotated as ""Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)"". The intergenic distance is 12 base pairs. The GC content difference is 4.0%. They are on the same strand. ",1
196627,196627.14.peg.193,196627.14.peg.194,"Gene A is 1488 bp long, annotated as ""hypothetical protein"". It is followed by Gene B, 3393 bp long, annotated as ""Integral membrane indolylacetylinositol arabinosyltransferase (EC 2.4.2.-)"". The intergenic distance is 293 base pairs. The GC content difference is 3.0%. They are on the same strand. ",0
196627,196627.14.peg.194,196627.14.peg.195,"Gene A is 3393 bp long, annotated as ""Integral membrane indolylacetylinositol arabinosyltransferase (EC 2.4.2.-)"". It is followed by Gene B, 2034 bp long, annotated as ""Arabinofuranosyltransferase AftA (EC 2.4.2.46)"". The intergenic distance is 73 base pairs. The GC content difference is 3.0%. They are on the same strand. ",1
