genome_id,gene1,gene2,text,label
196627,196627.14.peg.29,196627.14.peg.30,"Gene A is 660 bp long, annotated as ""Zinc ABC transporter, ATP-binding protein ZnuC"", and is part of the PGF_08228852 family. It is followed by Gene B, 984 bp long, annotated as ""ABC transporter, substrate-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"", and is part of the PGF_10487056 family. The intergenic distance is 42 base pairs. The GC content difference is 0.0%. They are on the same strand.  They are adjacent in 0.1% of representative genomes.  Their String score is 0.7.",0
196627,196627.14.peg.30,196627.14.peg.31,"Gene A is 984 bp long, annotated as ""ABC transporter, substrate-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"", and is part of the PGF_10487056 family. It is followed by Gene B, 1026 bp long, annotated as ""ABC transporter, permease protein"", and is part of the PGF_00935959 family. The intergenic distance is -4 base pairs. The GC content difference is 0.0%. They are on the same strand.  They are adjacent in 56.2% of representative genomes.  Their String score is 0.98.",1
196627,196627.14.peg.31,196627.14.peg.32,"Gene A is 1026 bp long, annotated as ""ABC transporter, permease protein"", and is part of the PGF_00935959 family. It is followed by Gene B, 762 bp long, annotated as ""ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"", and is part of the PGF_00415046 family. The intergenic distance is -4 base pairs. The GC content difference is 5.0%. They are on the same strand.  They are adjacent in 53.3% of representative genomes.  Their String score is 0.97.",1
196627,196627.14.peg.32,196627.14.peg.33,"Gene A is 762 bp long, annotated as ""ABC transporter, ATP-binding protein (cluster 2, ribose/xylose/arabinose/galactose)"", and is part of the PGF_00415046 family. It is followed by Gene B, 813 bp long, annotated as ""putative membrane protein"", and is part of the PGF_07469481 family. The intergenic distance is 1 base pairs. The GC content difference is 3.0%. They are on the different strands.  They are adjacent in 0.9% of representative genomes.  Their String score is unavailable.",0
196627,196627.14.peg.39,196627.14.peg.40,"Gene A is 825 bp long, annotated as ""siderophore-interacting protein"", and is part of the PGF_00412276 family. It is followed by Gene B, 174 bp long, annotated as ""FIG018426: putative septation inhibitor protein"", and is part of the PGF_03287828 family. The intergenic distance is 383 base pairs. The GC content difference is 3.0%. They are on the different strands.  They are adjacent in 14.3% of representative genomes.  Their String score is unavailable.",0
196627,196627.14.peg.40,196627.14.peg.41,"Gene A is 174 bp long, annotated as ""FIG018426: putative septation inhibitor protein"", and is part of the PGF_03287828 family. It is followed by Gene B, 180 bp long, annotated as ""hypothetical protein"", and is part of the PGF_01353741 family. The intergenic distance is -17 base pairs. The GC content difference is 5.0%. They are on the different strands.  They are adjacent in 100.0% of representative genomes.  Their String score is unavailable.",1
196627,196627.14.peg.42,196627.14.peg.43,"Gene A is 1941 bp long, annotated as ""Serine/threonine-protein kinase PknB (EC 2.7.11.1)"", and is part of the PGF_05218024 family. It is followed by Gene B, 1410 bp long, annotated as ""Serine/threonine-protein kinase PknA (EC 2.7.11.1)"", and is part of the PGF_03099722 family. The intergenic distance is -4 base pairs. The GC content difference is 3.0%. They are on the same strand.  They are adjacent in 38.2% of representative genomes.  Their String score is 0.95.",1
196627,196627.14.peg.43,196627.14.peg.44,"Gene A is 1410 bp long, annotated as ""Serine/threonine-protein kinase PknA (EC 2.7.11.1)"", and is part of the PGF_03099722 family. It is followed by Gene B, 1425 bp long, annotated as ""FtsI-like cell elongation transpeptidase"", and is part of the PGF_10511254 family. The intergenic distance is 3 base pairs. The GC content difference is 0.0%. They are on the same strand.  They are adjacent in 39.0% of representative genomes.  Their String score is 0.98.",1
196627,196627.14.peg.44,196627.14.peg.45,"Gene A is 1425 bp long, annotated as ""FtsI-like cell elongation transpeptidase"", and is part of the PGF_10511254 family. It is followed by Gene B, 1326 bp long, annotated as ""FtsW-like cell division membrane protein CA_C0505"", and is part of the PGF_06377994 family. The intergenic distance is -4 base pairs. The GC content difference is 1.0%. They are on the same strand.  They are adjacent in 38.0% of representative genomes.  Their String score is 1.0.",1
196627,196627.14.peg.45,196627.14.peg.46,"Gene A is 1326 bp long, annotated as ""FtsW-like cell division membrane protein CA_C0505"", and is part of the PGF_06377994 family. It is followed by Gene B, 1356 bp long, annotated as ""Serine/threonine phosphatase PPP (EC 3.1.3.16)"", and is part of the PGF_03591205 family. The intergenic distance is -4 base pairs. The GC content difference is 0.0%. They are on the same strand.  They are adjacent in 37.6% of representative genomes.  Their String score is 0.94.",1
196627,196627.14.peg.46,196627.14.peg.47,"Gene A is 1356 bp long, annotated as ""Serine/threonine phosphatase PPP (EC 3.1.3.16)"", and is part of the PGF_03591205 family. It is followed by Gene B, 465 bp long, annotated as ""FHA-domain-containing protein"", and is part of the PGF_10397144 family. The intergenic distance is -1 base pairs. The GC content difference is 3.0%. They are on the same strand.  They are adjacent in 38.9% of representative genomes.  Their String score is 0.98.",1
196627,196627.14.peg.47,196627.14.peg.48,"Gene A is 465 bp long, annotated as ""FHA-domain-containing protein"", and is part of the PGF_10397144 family. It is followed by Gene B, 897 bp long, annotated as ""FIG00824290: FHA domain protein"", and is part of the PGF_08169626 family. The intergenic distance is 16 base pairs. The GC content difference is 7.0%. They are on the same strand.  They are adjacent in 39.9% of representative genomes.  Their String score is 1.0.",1
196627,196627.14.peg.48,196627.14.peg.49,"Gene A is 897 bp long, annotated as ""FIG00824290: FHA domain protein"", and is part of the PGF_08169626 family. It is followed by Gene B, 723 bp long, annotated as ""hypothetical protein"", and is part of the PGF_08225224 family. The intergenic distance is 495 base pairs. The GC content difference is 1.0%. They are on the same strand.  They are adjacent in 29.3% of representative genomes.  Their String score is unavailable.",0
196627,196627.14.peg.62,196627.14.peg.63,"Gene A is 1626 bp long, annotated as ""cellulosomal protein"", and is part of the PGF_00069754 family. It is followed by Gene B, 1122 bp long, annotated as ""Magnesium and cobalt transport protein CorA"", and is part of the PGF_04846590 family. The intergenic distance is 62 base pairs. The GC content difference is 3.0%. They are on the different strands.  They are adjacent in 7.1% of representative genomes.  Their String score is unavailable.",0
196627,196627.14.peg.63,196627.14.peg.64,"Gene A is 1122 bp long, annotated as ""Magnesium and cobalt transport protein CorA"", and is part of the PGF_04846590 family. It is followed by Gene B, 450 bp long, annotated as ""Tautomerase"", and is part of the PGF_01380567 family. The intergenic distance is 82 base pairs. The GC content difference is 8.0%. They are on the same strand.  They are adjacent in 66.7% of representative genomes.  Their String score is 0.61.",1
196627,196627.14.peg.64,196627.14.peg.65,"Gene A is 450 bp long, annotated as ""Tautomerase"", and is part of the PGF_01380567 family. It is followed by Gene B, 1272 bp long, annotated as ""hypothetical protein"", and is part of the PGF_01366542 family. The intergenic distance is 149 base pairs. The GC content difference is 10.0%. They are on the different strands.  They are adjacent in 60.0% of representative genomes.  Their String score is 0.58.",0
196627,196627.14.peg.69,196627.14.peg.70,"Gene A is 1581 bp long, annotated as ""Citrate/H+ symporter of CitMHS family"", and is part of the PGF_00418127 family. It is followed by Gene B, 1656 bp long, annotated as ""Tricarboxylate transport sensor protein TctE => Citrate response regulator CitA"", and is part of the PGF_00062973 family. The intergenic distance is 208 base pairs. The GC content difference is 6.0%. They are on the different strands.  They are adjacent in 37.2% of representative genomes.  Their String score is 0.79.",0
196627,196627.14.peg.70,196627.14.peg.71,"Gene A is 1656 bp long, annotated as ""Tricarboxylate transport sensor protein TctE => Citrate response regulator CitA"", and is part of the PGF_00062973 family. It is followed by Gene B, 657 bp long, annotated as ""Tricarboxylate transport transcriptional regulator TctD => Citrate response regulator CitB"", and is part of the PGF_00060204 family. The intergenic distance is -1 base pairs. The GC content difference is 2.0%. They are on the same strand.  They are adjacent in 42.5% of representative genomes.  Their String score is 1.0.",1
196627,196627.14.peg.71,196627.14.peg.72,"Gene A is 657 bp long, annotated as ""Tricarboxylate transport transcriptional regulator TctD => Citrate response regulator CitB"", and is part of the PGF_00060204 family. It is followed by Gene B, 915 bp long, annotated as ""Phosphoglycerate dehydrogenase and related dehydrogenases"", and is part of the PGF_07517927 family. The intergenic distance is -4 base pairs. The GC content difference is 4.0%. They are on the different strands.  They are adjacent in 36.4% of representative genomes.  Their String score is unavailable.",0
196627,196627.14.peg.72,196627.14.peg.73,"Gene A is 915 bp long, annotated as ""Phosphoglycerate dehydrogenase and related dehydrogenases"", and is part of the PGF_07517927 family. It is followed by Gene B, 432 bp long, annotated as ""putative membrane protein"", and is part of the PGF_03982949 family. The intergenic distance is 115 base pairs. The GC content difference is 1.0%. They are on the different strands.  They are adjacent in 75.0% of representative genomes.  Their String score is 0.59.",0
196627,196627.14.peg.73,196627.14.peg.74,"Gene A is 432 bp long, annotated as ""putative membrane protein"", and is part of the PGF_03982949 family. It is followed by Gene B, 1005 bp long, annotated as ""Biotin synthase (EC 2.8.1.6)"", and is part of the PGF_01400330 family. The intergenic distance is 214 base pairs. The GC content difference is 4.0%. They are on the same strand.  They are adjacent in 5.6% of representative genomes.  Their String score is 0.46.",1
196627,196627.14.peg.74,196627.14.peg.75,"Gene A is 1005 bp long, annotated as ""Biotin synthase (EC 2.8.1.6)"", and is part of the PGF_01400330 family. It is followed by Gene B, 240 bp long, annotated as ""hypothetical protein"", and is part of the PGF_02890787 family. The intergenic distance is 11 base pairs. The GC content difference is 3.0%. They are on the same strand.  They are adjacent in 42.0% of representative genomes.  Their String score is 0.94.",0
196627,196627.14.peg.87,196627.14.peg.88,"Gene A is 309 bp long, annotated as ""Transcriptional regulator, MarR family"", and is part of the PGF_10423881 family. It is followed by Gene B, 270 bp long, annotated as ""Urease gamma subunit (EC 3.5.1.5)"", and is part of the PGF_00066218 family. The intergenic distance is 440 base pairs. The GC content difference is 7.0%. They are on the different strands.  They are adjacent in 0.2% of representative genomes.  Their String score is 0.54.",0
196627,196627.14.peg.88,196627.14.peg.89,"Gene A is 270 bp long, annotated as ""Urease gamma subunit (EC 3.5.1.5)"", and is part of the PGF_00066218 family. It is followed by Gene B, 489 bp long, annotated as ""Urease beta subunit (EC 3.5.1.5)"", and is part of the PGF_00066216 family. The intergenic distance is 26 base pairs. The GC content difference is 1.0%. They are on the same strand.  They are adjacent in 35.7% of representative genomes.  Their String score is 1.0.",1
196627,196627.14.peg.89,196627.14.peg.90,"Gene A is 489 bp long, annotated as ""Urease beta subunit (EC 3.5.1.5)"", and is part of the PGF_00066216 family. It is followed by Gene B, 1713 bp long, annotated as ""Urease alpha subunit (EC 3.5.1.5)"", and is part of the PGF_00066215 family. The intergenic distance is 0 base pairs. The GC content difference is 2.0%. They are on the same strand.  They are adjacent in 35.3% of representative genomes.  Their String score is 1.0.",1
196627,196627.14.peg.90,196627.14.peg.91,"Gene A is 1713 bp long, annotated as ""Urease alpha subunit (EC 3.5.1.5)"", and is part of the PGF_00066215 family. It is followed by Gene B, 474 bp long, annotated as ""Urease accessory protein UreE"", and is part of the PGF_00066203 family. The intergenic distance is 24 base pairs. The GC content difference is 3.0%. They are on the same strand.  They are adjacent in 23.5% of representative genomes.  Their String score is 1.0.",1
196627,196627.14.peg.91,196627.14.peg.92,"Gene A is 474 bp long, annotated as ""Urease accessory protein UreE"", and is part of the PGF_00066203 family. It is followed by Gene B, 681 bp long, annotated as ""Urease accessory protein UreF"", and is part of the PGF_03679540 family. The intergenic distance is -1 base pairs. The GC content difference is 2.0%. They are on the same strand.  They are adjacent in 36.3% of representative genomes.  Their String score is 1.0.",1
196627,196627.14.peg.92,196627.14.peg.93,"Gene A is 681 bp long, annotated as ""Urease accessory protein UreF"", and is part of the PGF_03679540 family. It is followed by Gene B, 618 bp long, annotated as ""Urease accessory protein UreG"", and is part of the PGF_00066214 family. The intergenic distance is 16 base pairs. The GC content difference is 2.0%. They are on the same strand.  They are adjacent in 36.0% of representative genomes.  Their String score is 1.0.",1
196627,196627.14.peg.93,196627.14.peg.94,"Gene A is 618 bp long, annotated as ""Urease accessory protein UreG"", and is part of the PGF_00066214 family. It is followed by Gene B, 852 bp long, annotated as ""Urease accessory protein UreD"", and is part of the PGF_10441140 family. The intergenic distance is 0 base pairs. The GC content difference is 6.0%. They are on the same strand.  They are adjacent in 41.3% of representative genomes.  Their String score is 1.0.",1
196627,196627.14.peg.94,196627.14.peg.95,"Gene A is 852 bp long, annotated as ""Urease accessory protein UreD"", and is part of the PGF_10441140 family. It is followed by Gene B, 753 bp long, annotated as ""Hydrolase, HAD superfamily"", and is part of the PGF_01357910 family. The intergenic distance is -4 base pairs. The GC content difference is 4.0%. They are on the different strands.  They are adjacent in 75.0% of representative genomes.  Their String score is unavailable.",0
196627,196627.14.peg.95,196627.14.peg.96,"Gene A is 753 bp long, annotated as ""Hydrolase, HAD superfamily"", and is part of the PGF_01357910 family. It is followed by Gene B, 1068 bp long, annotated as ""Putative drug efflux protein"", and is part of the PGF_00040666 family. The intergenic distance is 198 base pairs. The GC content difference is 7.0%. They are on the same strand.  They are adjacent in 50.0% of representative genomes.  Their String score is 0.53.",0
196627,196627.14.peg.96,196627.14.peg.97,"Gene A is 1068 bp long, annotated as ""Putative drug efflux protein"", and is part of the PGF_00040666 family. It is followed by Gene B, 2778 bp long, annotated as ""hypothetical protein"", and is part of the PGF_01380478 family. The intergenic distance is 421 base pairs. The GC content difference is 4.0%. They are on the same strand.  They are adjacent in 40.0% of representative genomes.  Their String score is 0.4.",1
196627,196627.14.peg.97,196627.14.peg.98,"Gene A is 2778 bp long, annotated as ""hypothetical protein"", and is part of the PGF_01380478 family. It is followed by Gene B, 1827 bp long, annotated as ""HtpG-like protein"", and is part of the PGF_06355866 family. The intergenic distance is 26 base pairs. The GC content difference is 0.0%. They are on the same strand.  They are adjacent in 66.7% of representative genomes.  Their String score is 0.94.",1
196627,196627.14.peg.98,196627.14.peg.99,"Gene A is 1827 bp long, annotated as ""HtpG-like protein"", and is part of the PGF_06355866 family. It is followed by Gene B, 1419 bp long, annotated as ""AMP nucleosidase (EC 3.2.2.4)"", and is part of the PGF_00013801 family. The intergenic distance is 58 base pairs. The GC content difference is 1.0%. They are on the different strands.  They are adjacent in 9.1% of representative genomes.  Their String score is 0.62.",0
196627,196627.14.peg.105,196627.14.peg.106,"Gene A is 948 bp long, annotated as ""Aldo/keto reductase, SCO4109 family"", and is part of the PGF_00038913 family. It is followed by Gene B, 129 bp long, annotated as ""hypothetical protein"", and is part of the PGF_01355961 family. The intergenic distance is 78 base pairs. The GC content difference is 3.0%. They are on the different strands.  They are adjacent in 100.0% of representative genomes.  Their String score is unavailable.",0
196627,196627.14.peg.107,196627.14.peg.108,"Gene A is 1617 bp long, annotated as ""hypothetical protein"", and is part of the PGF_08225224 family. It is followed by Gene B, 1389 bp long, annotated as ""metal-dependent enzyme"", and is part of the PGF_00401197 family. The intergenic distance is 6 base pairs. The GC content difference is 4.0%. They are on the same strand.  They are adjacent in 30.6% of representative genomes.  Their String score is 0.98.",1
196627,196627.14.peg.108,196627.14.peg.109,"Gene A is 1389 bp long, annotated as ""metal-dependent enzyme"", and is part of the PGF_00401197 family. It is followed by Gene B, 369 bp long, annotated as ""Putative inner membrane protein"", and is part of the PGF_01380592 family. The intergenic distance is 96 base pairs. The GC content difference is 3.0%. They are on the same strand.  They are adjacent in 50.0% of representative genomes.  Their String score is 0.58.",1
196627,196627.14.peg.109,196627.14.peg.110,"Gene A is 369 bp long, annotated as ""Putative inner membrane protein"", and is part of the PGF_01380592 family. It is followed by Gene B, 318 bp long, annotated as ""putative membrane protein"", and is part of the PGF_01380950 family. The intergenic distance is 2 base pairs. The GC content difference is 4.0%. They are on the same strand.  They are adjacent in 100.0% of representative genomes.  Their String score is 0.88.",1
196627,196627.14.peg.110,196627.14.peg.111,"Gene A is 318 bp long, annotated as ""putative membrane protein"", and is part of the PGF_01380950 family. It is followed by Gene B, 1914 bp long, annotated as ""hypothetical protein"", and is part of the PGF_03998487 family. The intergenic distance is 278 base pairs. The GC content difference is 7.0%. They are on the different strands.  They are adjacent in 50.0% of representative genomes.  Their String score is unavailable.",0
196627,196627.14.peg.116,196627.14.peg.117,"Gene A is 1287 bp long, annotated as ""Uncharacterized MFS-type transporter"", and is part of the PGF_09996723 family. It is followed by Gene B, 849 bp long, annotated as ""Transcriptional regulator, DeoR family precursor"", and is part of the PGF_01378380 family. The intergenic distance is 330 base pairs. The GC content difference is 2.0%. They are on the different strands.  They are adjacent in 66.7% of representative genomes.  Their String score is 0.48.",0
196627,196627.14.peg.117,196627.14.peg.118,"Gene A is 849 bp long, annotated as ""Transcriptional regulator, DeoR family precursor"", and is part of the PGF_01378380 family. It is followed by Gene B, 1383 bp long, annotated as ""Xylulose kinase (EC 2.7.1.17)"", and is part of the PGF_07639199 family. The intergenic distance is 1 base pairs. The GC content difference is 6.0%. They are on the same strand.  They are adjacent in 66.7% of representative genomes.  Their String score is 0.91.",1
196627,196627.14.peg.118,196627.14.peg.119,"Gene A is 1383 bp long, annotated as ""Xylulose kinase (EC 2.7.1.17)"", and is part of the PGF_07639199 family. It is followed by Gene B, 840 bp long, annotated as ""Pantoate--beta-alanine ligase (EC 6.3.2.1)"", and is part of the PGF_00523822 family. The intergenic distance is -4 base pairs. The GC content difference is 2.0%. They are on the different strands.  They are adjacent in 0.1% of representative genomes.  Their String score is unavailable.",0
196627,196627.14.peg.119,196627.14.peg.120,"Gene A is 840 bp long, annotated as ""Pantoate--beta-alanine ligase (EC 6.3.2.1)"", and is part of the PGF_00523822 family. It is followed by Gene B, 816 bp long, annotated as ""3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)"", and is part of the PGF_00419915 family. The intergenic distance is -1 base pairs. The GC content difference is 2.0%. They are on the same strand.  They are adjacent in 18.1% of representative genomes.  Their String score is 1.0.",1
196627,196627.14.peg.120,196627.14.peg.121,"Gene A is 816 bp long, annotated as ""3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)"", and is part of the PGF_00419915 family. It is followed by Gene B, 954 bp long, annotated as ""Huntington interacting protein HYPE"", and is part of the PGF_01381276 family. The intergenic distance is 91 base pairs. The GC content difference is 17.0%. They are on the same strand.  They are adjacent in 100.0% of representative genomes.  Their String score is 0.59.",0
196627,196627.14.peg.124,196627.14.peg.125,"Gene A is 900 bp long, annotated as ""Esterase/lipase"", and is part of the PGF_01380834 family. It is followed by Gene B, 606 bp long, annotated as ""predicted hydrolase of the HAD superfamily"", and is part of the PGF_01380910 family. The intergenic distance is 110 base pairs. The GC content difference is 3.0%. They are on the different strands.  They are adjacent in 100.0% of representative genomes.  Their String score is 0.6.",0
196627,196627.14.peg.125,196627.14.peg.126,"Gene A is 606 bp long, annotated as ""predicted hydrolase of the HAD superfamily"", and is part of the PGF_01380910 family. It is followed by Gene B, 561 bp long, annotated as ""Carbonic anhydrase, gamma class (EC 4.2.1.1)"", and is part of the PGF_10430731 family. The intergenic distance is -4 base pairs. The GC content difference is 8.0%. They are on the same strand.  They are adjacent in 100.0% of representative genomes.  Their String score is 0.98.",1
196627,196627.14.peg.126,196627.14.peg.127,"Gene A is 561 bp long, annotated as ""Carbonic anhydrase, gamma class (EC 4.2.1.1)"", and is part of the PGF_10430731 family. It is followed by Gene B, 1146 bp long, annotated as ""Transcriptional regulator"", and is part of the PGF_00058176 family. The intergenic distance is -17 base pairs. The GC content difference is 4.0%. They are on the different strands.  They are adjacent in 20.8% of representative genomes.  Their String score is unavailable.",0
196627,196627.14.peg.128,196627.14.peg.129,"Gene A is 1275 bp long, annotated as ""Uncharacterized MFS-type transporter"", and is part of the PGF_09996723 family. It is followed by Gene B, 519 bp long, annotated as ""hypothetical protein"", and is part of the PGF_08225224 family. The intergenic distance is 36 base pairs. The GC content difference is 8.0%. They are on the same strand.  They are adjacent in 70.1% of representative genomes.  Their String score is 0.73.",0
196627,196627.14.peg.129,196627.14.peg.130,"Gene A is 519 bp long, annotated as ""hypothetical protein"", and is part of the PGF_08225224 family. It is followed by Gene B, 387 bp long, annotated as ""hypothetical protein"", and is part of the PGF_08225224 family. The intergenic distance is 85 base pairs. The GC content difference is 0.0%. They are on the same strand.  They are adjacent in 0.0% of representative genomes.  Their String score is 0.97.",1
196627,196627.14.peg.130,196627.14.peg.131,"Gene A is 387 bp long, annotated as ""hypothetical protein"", and is part of the PGF_08225224 family. It is followed by Gene B, 1875 bp long, annotated as ""putative membrane protein"", and is part of the PGF_01355135 family. The intergenic distance is 367 base pairs. The GC content difference is 6.0%. They are on the different strands.  They are adjacent in 100.0% of representative genomes.  Their String score is 0.48.",0
